300	300
72	72
72	72
72	72
300	300
300	300
300	300
72	72
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
72	72
1	1
72	72
1	1
180	180
180	180
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
14	14
0	0
0	0
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
14	14
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
72	72
290	290
300	300
290	290
300	300
300	300
300	300
300	300
300	300
300	300
290	290
290	290
290	290
72	72
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
96	96
96	96
96	96
96	96
96	96
150	150
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
96	96
72	72
72	72
72	72
300	300
300	300
300	300
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
150	150
300	300
300	301
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
150	150
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	301
300	300
300	300
96	96
96	96
96	96
96	96
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
96	96
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
254	254
300	300
300	300
300	300
300	300
300	300
1	1
1	1
-	-
-	-
-	-
300	300
300	300
300	300
300	300
300	300
300	300
301	300
300	300
300	300
300	300
-	-
300	300
300	300
300	300
300	301
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
301	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	301
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
400	400
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
300	300
