file_name,text
Szilagysag15CROP.jpg,green symmetrical pattern with leaves and flowers from jaszssag
Szilagysag16.jpg,green symmetrical pattern with flowers from jaszssag
Szilagysag17.jpg,green symmetrical pattern with long chain of leaves and circular flowers from jaszssag
Szilagysag17CROP.jpg,green symmetrical pattern with big flowers from jaszssag
Szilagysag18.jpg,green floral design with thin lines
Szilagysag19.jpg,coat of arms of jaszssag with two birds and a crown and flowers
Szilagysag2.jpg,green design of diferent flowers around a thick branch from jaszssag
Szilagysag20.jpg,green symmetrical pattern with flowers from jaszssag
Szilagysag21.jpg,green symmetrical pattern with flowers from jaszssag
Szilagysag22.jpg,light green symmetrical pattern with leaves and flowers from jaszssag
Szilagysag23.jpg,a grid of 9 items used in jaszssag design patterns
Szilagysag24.jpg,a group of different flower shapes in light green from jaszssag
Szilagysag25.jpg,a group of different flower shapes in light green from jaszssag
Szilagysag26.jpg,a group of different flower shapes in light green from jaszssag
Szilagysag27.jpg,a green and red design with leaves from jaszssag
Szilagysag28.jpg,light green floral design inside a rounded triangle from jaszssag
Szilagysag29.jpg,edge pattern design in green from jaszssag
Szilagysag3.jpg,a green and red design with flower and a small face on top from jaszssag
Szilagysag30.jpg,green floral design inside a rounded triangle from jaszssag
Szilagysag31.jpg,rounded edge design in light green from jaszssag
Szilagysag32.jpg,6 horizontal design patterns with leaves and branches from Kalotaszeg
Szilagysag4.jpg,9 horizontal design patterns with leaves and branches from Kalotaszeg
Szilagysag5.jpg,red plant design from Kalotaszeg
Szilagysag6.jpg,floral design pattern from Kalotaszeg
Szilagysag7.jpg,floral design pattern from Kalotaszeg
Szilagysag8.jpg,floral design pattern from Kalotaszeg
Szilagysag9.jpg,13 horizontal design patterns with leaves and branches from Kalotaszeg
UndiMariska_sarkozi1.jpg,symmetrical floral design pattern from  Kalotaszeg
UndiMariska_sarkozi10.jpg,symmetrical floral design pattern from Kalotaszeg
UndiMariska_sarkozi11.jpg,symmetrical floral design pattern with leaves from Kalotaszeg
UndiMariska_sarkozi12.jpg,floral design pattern from Kalotaszeg
UndiMariska_sarkozi13.jpg,two floral designs with leaves from Kalotaszeg
UndiMariska_sarkozi14.jpg,one flower and two branches in red from Kalotaszeg
UndiMariska_sarkozi15.jpg,black design pattern from Kalotaszeg
UndiMariska_sarkozi16.jpg,dark black design from Kalotaszeg
UndiMariska_sarkozi17.jpg,6 horiozntal embriodery designs from Kalotaszeg
UndiMariska_sarkozi18.jpg,design of edge pattern from Kalotaszeg
UndiMariska_sarkozi2.jpg,design of edge pattern from Kalotaszeg
UndiMariska_sarkozi3.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
UndiMariska_sarkozi4.jpg,top edge of a red floral design from Kalotaszeg
UndiMariska_sarkozi5.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
UndiMariska_sarkozi6.jpg,red design of one flower and two straight branches with leaves and two curled branches with leaves from Kalotaszeg
UndiMariska_sarkozi7.jpg,two floral designs with leaves from Kalotaszeg
UndiMariska_sarkozi8.jpg,five red flowers design from Kalotaszeg
UndiMariska_sarkozi9.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
zoboralja1.jpg,red design of flowers from Kalotaszeg
zoboralja10.jpg,red design of three tall thick branches from Kalotaszeg
zoboralja11.jpg,three red oval leaves design from Kalotaszeg
zoboralja12.jpg,red plant design from Kalotaszeg
zoboralja2.jpg,red plant design from Kalotaszeg
zoboralja4.jpg,top edge of a red floral design from Kalotaszeg
zoboralja5.jpg,6 horiozntal embriodery designs from Kalotaszeg
zoboralja6.jpg,edge pattern design from Kalotaszeg
zoboralja9.jpg,red design of three flowers and two curled branches with leaves from Kalotaszeg
